"subject_id","success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","trial_id","rt","stimulus","response","view_history","init_locations","moves","final_locations","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","question_order","15","feedback","age","ethnicity","gender","race"
"subj_32",TRUE,FALSE,"[]","[]","[]","preload",0,"2.0.0",3637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_32",NA,NA,NA,NA,NA,"html-button-response",1,"2.0.0",15577,"consent",11938,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 30 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 30 minutes, your payment will amount to $7.50.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_32",NA,NA,NA,NA,NA,"instructions",2,"2.0.0",85754,NA,70175,NA,NA,"[{""page_index"":0,""viewing_time"":70175}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_32",NA,NA,NA,NA,NA,"instructions",3,"2.0.0",167264,NA,81510,NA,NA,"[{""page_index"":0,""viewing_time"":81510}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_32",NA,NA,NA,NA,NA,"video-button-response",4,"2.0.0",199257,"example_videos",31990,"[""video/example-video-circles.mp4""]","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_32",NA,NA,NA,NA,NA,"free-sort",5,"2.0.1",518402,NA,319141,NA,NA,NA,"[{""src"":""images/items-circles/img5.png"",""x"":610.4166666666667,""y"":0},{""src"":""images/items-circles/img3.png"",""x"":-60.41666666666666,""y"":550},{""src"":""images/items-circles/img4.png"",""x"":610.4166666666667,""y"":183.33333333333334},{""src"":""images/items-circles/img2.png"",""x"":-60.41666666666666,""y"":366.6666666666667},{""src"":""images/items-circles/img1.png"",""x"":610.4166666666667,""y"":366.6666666666667},{""src"":""images/items-circles/img7.png"",""x"":-60.41666666666666,""y"":183.33333333333334},{""src"":""images/items-circles/img14.png"",""x"":610.4166666666667,""y"":550},{""src"":""images/items-circles/img10.png"",""x"":-60.41666666666666,""y"":0},{""src"":""images/items-circles/img13.png"",""x"":793.75,""y"":0},{""src"":""images/items-circles/img6.png"",""x"":-243.75,""y"":550},{""src"":""images/items-circles/img11.png"",""x"":793.75,""y"":183.33333333333334},{""src"":""images/items-circles/img12.png"",""x"":-243.75,""y"":366.6666666666667},{""src"":""images/items-circles/img9.png"",""x"":793.75,""y"":366.6666666666667},{""src"":""images/items-circles/img15.png"",""x"":-243.75,""y"":183.33333333333334},{""src"":""images/items-circles/img8.png"",""x"":793.75,""y"":550}]","[{""src"":""images/items-circles/img10.png"",""x"":160,""y"":96},{""src"":""images/items-circles/img7.png"",""x"":74,""y"":295},{""src"":""images/items-circles/img10.png"",""x"":274,""y"":52},{""src"":""images/items-circles/img2.png"",""x"":60,""y"":365},{""src"":""images/items-circles/img3.png"",""x"":442,""y"":138},{""src"":""images/items-circles/img12.png"",""x"":276,""y"":419},{""src"":""images/items-circles/img12.png"",""x"":274,""y"":457},{""src"":""images/items-circles/img2.png"",""x"":52,""y"":223},{""src"":""images/items-circles/img6.png"",""x"":196,""y"":428},{""src"":""images/items-circles/img15.png"",""x"":422,""y"":349},{""src"":""images/items-circles/img14.png"",""x"":308,""y"":386},{""src"":""images/items-circles/img6.png"",""x"":134,""y"":418},{""src"":""images/items-circles/img8.png"",""x"":186,""y"":76},{""src"":""images/items-circles/img11.png"",""x"":362,""y"":53},{""src"":""images/items-circles/img13.png"",""x"":356,""y"":450},{""src"":""images/items-circles/img6.png"",""x"":168,""y"":390},{""src"":""images/items-circles/img1.png"",""x"":210,""y"":237},{""src"":""images/items-circles/img4.png"",""x"":510,""y"":253},{""src"":""images/items-circles/img9.png"",""x"":260,""y"":119},{""src"":""images/items-circles/img5.png"",""x"":376,""y"":214},{""src"":""images/items-circles/img3.png"",""x"":442,""y"":138},{""src"":""images/items-circles/img15.png"",""x"":392,""y"":383},{""src"":""images/items-circles/img6.png"",""x"":188,""y"":392},{""src"":""images/items-circles/img2.png"",""x"":96,""y"":161},{""src"":""images/items-circles/img7.png"",""x"":50,""y"":263},{""src"":""images/items-circles/img6.png"",""x"":90,""y"":386},{""src"":""images/items-circles/img12.png"",""x"":178,""y"":467},{""src"":""images/items-circles/img14.png"",""x"":260,""y"":500},{""src"":""images/items-circles/img13.png"",""x"":356,""y"":492},{""src"":""images/items-circles/img15.png"",""x"":440,""y"":449},{""src"":""images/items-circles/img1.png"",""x"":284,""y"":341},{""src"":""images/items-circles/img5.png"",""x"":376,""y"":214},{""src"":""images/items-circles/img4.png"",""x"":516,""y"":269},{""src"":""images/items-circles/img3.png"",""x"":488,""y"":170},{""src"":""images/items-circles/img5.png"",""x"":398,""y"":234},{""src"":""images/items-circles/img3.png"",""x"":442,""y"":140},{""src"":""images/items-circles/img4.png"",""x"":512,""y"":227},{""src"":""images/items-circles/img3.png"",""x"":452,""y"":124},{""src"":""images/items-circles/img5.png"",""x"":514,""y"":342},{""src"":""images/items-circles/img14.png"",""x"":260,""y"":520},{""src"":""images/items-circles/img12.png"",""x"":242,""y"":451},{""src"":""images/items-circles/img13.png"",""x"":334,""y"":524},{""src"":""images/items-circles/img15.png"",""x"":418,""y"":487},{""src"":""images/items-circles/img12.png"",""x"":192,""y"":513},{""src"":""images/items-circles/img14.png"",""x"":260,""y"":520},{""src"":""images/items-circles/img14.png"",""x"":258,""y"":524},{""src"":""images/items-circles/img12.png"",""x"":294,""y"":519},{""src"":""images/items-circles/img14.png"",""x"":196,""y"":512},{""src"":""images/items-circles/img12.png"",""x"":254,""y"":521},{""src"":""images/items-circles/img14.png"",""x"":186,""y"":504},{""src"":""images/items-circles/img2.png"",""x"":110,""y"":147},{""src"":""images/items-circles/img2.png"",""x"":110,""y"":147},{""src"":""images/items-circles/img2.png"",""x"":114,""y"":145},{""src"":""images/items-circles/img2.png"",""x"":114,""y"":145},{""src"":""images/items-circles/img3.png"",""x"":456,""y"":122},{""src"":""images/items-circles/img5.png"",""x"":508,""y"":366},{""src"":""images/items-circles/img4.png"",""x"":510,""y"":241},{""src"":""images/items-circles/img1.png"",""x"":298,""y"":371},{""src"":""images/items-circles/img2.png"",""x"":136,""y"":135},{""src"":""images/items-circles/img5.png"",""x"":522,""y"":346},{""src"":""images/items-circles/img3.png"",""x"":482,""y"":140},{""src"":""images/items-circles/img1.png"",""x"":302,""y"":409},{""src"":""images/items-circles/img6.png"",""x"":426,""y"":226},{""src"":""images/items-circles/img4.png"",""x"":520,""y"":211},{""src"":""images/items-circles/img4.png"",""x"":524,""y"":239},{""src"":""images/items-circles/img6.png"",""x"":398,""y"":252},{""src"":""images/items-circles/img5.png"",""x"":526,""y"":314},{""src"":""images/items-circles/img3.png"",""x"":500,""y"":152},{""src"":""images/items-circles/img6.png"",""x"":412,""y"":246},{""src"":""images/items-circles/img7.png"",""x"":410,""y"":253},{""src"":""images/items-circles/img6.png"",""x"":402,""y"":180},{""src"":""images/items-circles/img7.png"",""x"":420,""y"":283}]","[{""src"":""images/items-circles/img5.png"",""x"":526,""y"":314},{""src"":""images/items-circles/img3.png"",""x"":500,""y"":152},{""src"":""images/items-circles/img4.png"",""x"":524,""y"":239},{""src"":""images/items-circles/img2.png"",""x"":136,""y"":135},{""src"":""images/items-circles/img1.png"",""x"":302,""y"":409},{""src"":""images/items-circles/img7.png"",""x"":420,""y"":283},{""src"":""images/items-circles/img14.png"",""x"":186,""y"":504},{""src"":""images/items-circles/img10.png"",""x"":274,""y"":52},{""src"":""images/items-circles/img13.png"",""x"":334,""y"":524},{""src"":""images/items-circles/img6.png"",""x"":402,""y"":180},{""src"":""images/items-circles/img11.png"",""x"":362,""y"":53},{""src"":""images/items-circles/img12.png"",""x"":254,""y"":521},{""src"":""images/items-circles/img9.png"",""x"":260,""y"":119},{""src"":""images/items-circles/img15.png"",""x"":418,""y"":487},{""src"":""images/items-circles/img8.png"",""x"":186,""y"":76}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_32",NA,NA,NA,NA,NA,"instructions",6,"2.0.0",528201,NA,9798,NA,NA,"[{""page_index"":0,""viewing_time"":9798}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_32",NA,NA,NA,NA,NA,"survey-slider",7,"null",609292,NA,81085.599999994,NA,"{""Q0"":""74"",""Q1"":""100"",""Q2"":""100"",""Q3"":""25"",""Q4"":""74"",""Q5"":""74"",""Q6"":""100"",""Q7"":""100"",""Q8"":""24"",""Q9"":""26"",""Q10"":""25"",""Q11"":""73"",""Q12"":""100"",""Q13"":""72"",""Q14"":""100""}",NA,NA,NA,NA,"{""itemA"":""take a walk"",""itemB"":""remember something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""remember something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""remember something"",""itemB"":""remember something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get tired"",""itemB"":""remember something"",""categoryA"":""physiological"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""reach for something"",""itemB"":""remember something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""sit down"",""itemB"":""remember something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""choose what to do"",""itemB"":""remember something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""remember something"",""categoryA"":""physiological"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""remember something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""remember something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get sick"",""itemB"":""remember something"",""categoryA"":""physiological"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""become hungry"",""itemB"":""remember something"",""categoryA"":""physiological"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""remember something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""experience pain"",""itemB"":""remember something"",""categoryA"":""physiological"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""think about something"",""itemB"":""remember something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]",NA,NA,NA,NA,NA,NA
"subj_32",NA,NA,NA,NA,NA,"survey-slider",8,"null",684658,NA,75362.1999999881,NA,"{""Q0"":""100"",""Q1"":""74"",""Q2"":""100"",""Q3"":""24"",""Q4"":""75"",""Q5"":""76"",""Q6"":""74"",""Q7"":""86"",""Q8"":""100"",""Q9"":""37"",""Q10"":""37"",""Q11"":""38"",""Q12"":""74"",""Q13"":""100"",""Q14"":""24""}",NA,NA,NA,NA,"{""itemA"":""kick something"",""itemB"":""hear something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""hear something"",""categoryA"":""physiological"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""hear something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""choose what to do"",""itemB"":""hear something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""hear something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""become hungry"",""itemB"":""hear something"",""categoryA"":""physiological"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get sick"",""itemB"":""hear something"",""categoryA"":""physiological"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get tired"",""itemB"":""hear something"",""categoryA"":""physiological"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""hear something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""hear something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""remember something"",""itemB"":""hear something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""think about something"",""itemB"":""hear something"",""categoryA"":""cognitive"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""reach for something"",""itemB"":""hear something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""experience pain"",""itemB"":""hear something"",""categoryA"":""physiological"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","{""itemA"":""sit down"",""itemB"":""hear something"",""categoryA"":""physical"",""categoryB"":""cognitive"",""attention_check"":false,""correct_response"":null}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]",NA,NA,NA,NA,NA,NA
"subj_32",NA,NA,NA,NA,NA,"survey-slider",9,"null",765252,NA,80588.3999999911,NA,"{""Q0"":""74"",""Q1"":""100"",""Q2"":""25"",""Q3"":""0"",""Q4"":""75"",""Q5"":""75"",""Q6"":""74"",""Q7"":""25"",""Q8"":""0"",""Q9"":""75"",""Q10"":""76"",""Q11"":""0"",""Q12"":""75"",""Q13"":""100"",""Q14"":""76""}",NA,NA,NA,NA,"{""itemA"":""become hungry"",""itemB"":""jump up and down"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""jump up and down"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""jump up and down"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""reach for something"",""itemB"":""jump up and down"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""choose what to do"",""itemB"":""jump up and down"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""jump up and down"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""jump up and down"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get sick"",""itemB"":""jump up and down"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get tired"",""itemB"":""jump up and down"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""jump up and down"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""jump up and down"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""sit down"",""itemB"":""jump up and down"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""remember something"",""itemB"":""jump up and down"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""experience pain"",""itemB"":""jump up and down"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""think about something"",""itemB"":""jump up and down"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]",NA,NA,NA,NA,NA,NA
"subj_32",NA,NA,NA,NA,NA,"survey-slider",10,"null",858146,NA,92890.3000000119,NA,"{""Q0"":""100"",""Q1"":""75"",""Q2"":""75"",""Q3"":""75"",""Q4"":""100"",""Q5"":""0"",""Q6"":""100"",""Q7"":""74"",""Q8"":""100"",""Q9"":""75"",""Q10"":""100"",""Q11"":""100"",""Q12"":""100"",""Q13"":""24"",""Q14"":""100"",""Q15"":""100""}",NA,NA,NA,NA,"{""itemA"":""feel scared"",""itemB"":""reach for something"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get tired"",""itemB"":""reach for something"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""sit down"",""itemB"":""reach for something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""reach for something"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""reach for something"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":null,""itemB"":null,""categoryA"":null,""categoryB"":null,""attention_check"":true,""correct_response"":null}","{""itemA"":""become hungry"",""itemB"":""reach for something"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""reach for something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""think about something"",""itemB"":""reach for something"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""reach for something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get sick"",""itemB"":""reach for something"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""remember something"",""itemB"":""reach for something"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""reach for something"",""itemB"":""reach for something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""reach for something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""experience pain"",""itemB"":""reach for something"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","{""itemA"":""choose what to do"",""itemB"":""reach for something"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}",NA,NA,NA,NA,NA
"subj_32",NA,NA,NA,NA,NA,"survey-slider",11,"null",925131,NA,66980.799999997,NA,"{""Q0"":""74"",""Q1"":""100"",""Q2"":""61"",""Q3"":""100"",""Q4"":""100"",""Q5"":""100"",""Q6"":""23"",""Q7"":""100"",""Q8"":""23"",""Q9"":""74"",""Q10"":""100"",""Q11"":""73"",""Q12"":""0"",""Q13"":""100"",""Q14"":""0""}",NA,NA,NA,NA,"{""itemA"":""take a walk"",""itemB"":""get sick"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""get sick"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""become hungry"",""itemB"":""get sick"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""get sick"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""remember something"",""itemB"":""get sick"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""get sick"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""reach for something"",""itemB"":""get sick"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get sick"",""itemB"":""get sick"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""sit down"",""itemB"":""get sick"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""get sick"",""categoryA"":""physical"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""think about something"",""itemB"":""get sick"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""experience pain"",""itemB"":""get sick"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""choose what to do"",""itemB"":""get sick"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""get sick"",""categoryA"":""cognitive"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get tired"",""itemB"":""get sick"",""categoryA"":""physiological"",""categoryB"":""physiological"",""attention_check"":false,""correct_response"":null}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]",NA,NA,NA,NA,NA,NA
"subj_32",NA,NA,NA,NA,NA,"survey-slider",12,"null",1024828,NA,99693.200000003,NA,"{""Q0"":""74"",""Q1"":""0"",""Q2"":""22"",""Q3"":""74"",""Q4"":""0"",""Q5"":""100"",""Q6"":""100"",""Q7"":""26"",""Q8"":""75"",""Q9"":""100"",""Q10"":""100"",""Q11"":""73"",""Q12"":""23"",""Q13"":""100"",""Q14"":""100""}",NA,NA,NA,NA,"{""itemA"":""get sick"",""itemB"":""kick something"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""take a walk"",""itemB"":""kick something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""reach for something"",""itemB"":""kick something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""kick something"",""itemB"":""kick something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""sit down"",""itemB"":""kick something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""see something"",""itemB"":""kick something"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""remember something"",""itemB"":""kick something"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""jump up and down"",""itemB"":""kick something"",""categoryA"":""physical"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""become hungry"",""itemB"":""kick something"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""hear something"",""itemB"":""kick something"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""think about something"",""itemB"":""kick something"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""choose what to do"",""itemB"":""kick something"",""categoryA"":""cognitive"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""get tired"",""itemB"":""kick something"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""experience pain"",""itemB"":""kick something"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","{""itemA"":""feel scared"",""itemB"":""kick something"",""categoryA"":""physiological"",""categoryB"":""physical"",""attention_check"":false,""correct_response"":null}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]",NA,NA,NA,NA,NA,NA
