"subject_id","success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","similarity_itemA","selected_choice","correct_response_attn","feedback","age","ethnicity","gender","race"
"subj_14",NA,NA,NA,NA,NA,"html-button-response",18,"2.0.0",152061,NA,4476,"<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>choose what to do</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1",NA,"similarity","choose what to do","feel scared","remember something","<p style=""font-size: 20px;"">The ability to <strong>feel scared</strong></p>",NA,NA,NA,NA,NA,NA
"subj_14",NA,NA,NA,NA,NA,"instructions",19,"2.0.0",157007,NA,4944,NA,NA,"[{""page_index"":0,""viewing_time"":4944}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_14",NA,NA,NA,NA,NA,"survey-html-form",20,"2.0.0",218265,"demographics_survey",61251,NA,"{""feedback"":""I chose based on how certain senses and bodily functions work together."",""age"":""40"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,NA,NA,NA,NA,NA,NA,"I chose based on how certain senses and bodily functions work together.",40,"Non-Hispanic","Male","White"
"subj_15",TRUE,FALSE,"[]","[]","[]","preload",0,"2.0.0",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",1,"2.0.0",23613,"consent",23606,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 4 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 4 minutes, your payment will amount to $1.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"instructions",2,"2.0.0",49216,NA,25602,NA,NA,"[{""page_index"":0,""viewing_time"":25602}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",3,"2.0.0",57390,NA,8173,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>choose what to do</strong>?</p>","0",NA,"intervention","choose what to do","feel scared","remember something","<p style=""font-size: 20px;"">I would make them <strong>remember something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",4,"2.0.0",68714,NA,11324,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>feel scared</strong>?</p>","0",NA,"intervention","feel scared","see something","become hungry","<p style=""font-size: 20px;"">I would make them <strong>see something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",5,"2.0.0",79365,NA,10649,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>see something</strong>?</p>","0",NA,"intervention","see something","take a walk","hear something","<p style=""font-size: 20px;"">I would make them <strong>take a walk</strong></p>",NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",6,"2.0.0",87135,NA,7769,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>reach for something</strong>?</p>","1",NA,"intervention","reach for something","become hungry","kick something","<p style=""font-size: 20px;"">I would make them <strong>become hungry</strong></p>",NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",7,"2.0.0",101955,NA,14819,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>kick something</strong>?</p>","0",NA,"intervention","kick something","think about something","jump up and down","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",8,"2.0.0",109619,NA,7663,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>experience pain</strong>?</p>","1",NA,"intervention","experience pain","kick something","feel scared","<p style=""font-size: 20px;"">I would make them <strong>kick something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",9,"2.0.0",116348,NA,6728,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>jump up and down</strong>?</p>","0",NA,"intervention","jump up and down","think about something","sit down","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",10,"2.0.0",122210,NA,5861,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>take a walk</strong>?</p>","1",NA,"intervention","take a walk","think about something","jump up and down","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",11,"2.0.0",128769,NA,6558,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>get tired</strong>?</p>","0",NA,"intervention","get tired","jump up and down","feel scared","<p style=""font-size: 20px;"">I would make them <strong>jump up and down</strong></p>",NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",12,"2.0.0",135904,NA,7134,"<p style=""font-size: 25px;"">For this question, please select ""I would make them <strong>""choose what to do""</strong>""</p>","0",NA,"attention_check",NA,NA,NA,"I would make them choose what to do","choose what to do",NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",13,"2.0.0",148807,NA,12902,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>get sick</strong>?</p>","1",NA,"intervention","get sick","see something","get tired","<p style=""font-size: 20px;"">I would make them <strong>see something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",14,"2.0.0",159407,NA,10600,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>hear something</strong>?</p>","0",NA,"intervention","hear something","take a walk","see something","<p style=""font-size: 20px;"">I would make them <strong>see something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",15,"2.0.0",163657,NA,4249,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>become hungry</strong>?</p>","1",NA,"intervention","become hungry","take a walk","experience pain","<p style=""font-size: 20px;"">I would make them <strong>take a walk</strong></p>",NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",16,"2.0.0",168416,NA,4757,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>remember something</strong>?</p>","1",NA,"intervention","remember something","take a walk","think about something","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",17,"2.0.0",173892,NA,5475,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>sit down</strong>?</p>","0",NA,"intervention","sit down","experience pain","jump up and down","<p style=""font-size: 20px;"">I would make them <strong>jump up and down</strong></p>",NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"html-button-response",18,"2.0.0",179250,NA,5357,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>think about something</strong>?</p>","0",NA,"intervention","think about something","take a walk","remember something","<p style=""font-size: 20px;"">I would make them <strong>remember something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"instructions",19,"2.0.0",199407,NA,20156,NA,NA,"[{""page_index"":0,""viewing_time"":20156}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_15",NA,NA,NA,NA,NA,"survey-html-form",20,"2.0.0",233400,"demographics_survey",33992,NA,"{""feedback"":""what looked like what you were asking"",""age"":""55"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,NA,NA,NA,NA,NA,NA,"what looked like what you were asking",55,"Non-Hispanic","Female","White"
"subj_16",TRUE,FALSE,"[]","[]","[]","preload",0,"2.0.0",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",1,"2.0.0",10335,"consent",10321,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 4 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 4 minutes, your payment will amount to $1.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"instructions",2,"2.0.0",16219,NA,5877,NA,NA,"[{""page_index"":0,""viewing_time"":5877}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",3,"2.0.0",26787,NA,10565,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>choose what to do</strong>?</p>","1",NA,"intervention","choose what to do","feel scared","remember something","<p style=""font-size: 20px;"">I would make them <strong>feel scared</strong></p>",NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",4,"2.0.0",32233,NA,5442,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>think about something</strong>?</p>","0",NA,"intervention","think about something","take a walk","remember something","<p style=""font-size: 20px;"">I would make them <strong>remember something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",5,"2.0.0",35907,NA,3669,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>become hungry</strong>?</p>","1",NA,"intervention","become hungry","take a walk","experience pain","<p style=""font-size: 20px;"">I would make them <strong>take a walk</strong></p>",NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",6,"2.0.0",41110,NA,5201,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>kick something</strong>?</p>","1",NA,"intervention","kick something","think about something","jump up and down","<p style=""font-size: 20px;"">I would make them <strong>jump up and down</strong></p>",NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",7,"2.0.0",45947,NA,4833,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>see something</strong>?</p>","1",NA,"intervention","see something","take a walk","hear something","<p style=""font-size: 20px;"">I would make them <strong>hear something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",8,"2.0.0",49959,NA,4007,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>get tired</strong>?</p>","0",NA,"intervention","get tired","jump up and down","feel scared","<p style=""font-size: 20px;"">I would make them <strong>jump up and down</strong></p>",NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",9,"2.0.0",55804,NA,5841,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>reach for something</strong>?</p>","1",NA,"intervention","reach for something","become hungry","kick something","<p style=""font-size: 20px;"">I would make them <strong>kick something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",10,"2.0.0",60885,NA,5077,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>jump up and down</strong>?</p>","0",NA,"intervention","jump up and down","think about something","sit down","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",11,"2.0.0",66754,NA,5867,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>hear something</strong>?</p>","0",NA,"intervention","hear something","take a walk","see something","<p style=""font-size: 20px;"">I would make them <strong>see something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",12,"2.0.0",75242,NA,8486,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>sit down</strong>?</p>","1",NA,"intervention","sit down","experience pain","jump up and down","<p style=""font-size: 20px;"">I would make them <strong>experience pain</strong></p>",NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",13,"2.0.0",81939,NA,6695,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>take a walk</strong>?</p>","1",NA,"intervention","take a walk","think about something","jump up and down","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",14,"2.0.0",90012,NA,8071,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>get sick</strong>?</p>","1",NA,"intervention","get sick","see something","get tired","<p style=""font-size: 20px;"">I would make them <strong>get tired</strong></p>",NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",15,"2.0.0",96029,NA,6015,"<p style=""font-size: 25px;"">For this question, please select ""I would make them <strong>""choose what to do""</strong>""</p>","0",NA,"attention_check",NA,NA,NA,"I would make them choose what to do","choose what to do",NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",16,"2.0.0",99778,NA,3746,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>remember something</strong>?</p>","0",NA,"intervention","remember something","take a walk","think about something","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",17,"2.0.0",108209,NA,8429,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>feel scared</strong>?</p>","0",NA,"intervention","feel scared","see something","become hungry","<p style=""font-size: 20px;"">I would make them <strong>see something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"html-button-response",18,"2.0.0",112891,NA,4680,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>experience pain</strong>?</p>","0",NA,"intervention","experience pain","kick something","feel scared","<p style=""font-size: 20px;"">I would make them <strong>kick something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"instructions",19,"2.0.0",116062,NA,3168,NA,NA,"[{""page_index"":0,""viewing_time"":3168}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_16",NA,NA,NA,NA,NA,"survey-html-form",20,"2.0.0",136846,"demographics_survey",20775,NA,"{""feedback"":"""",""age"":""63"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,NA,NA,NA,NA,NA,NA,NA,63,"Non-Hispanic","Female","White"
"subj_17",TRUE,FALSE,"[]","[]","[]","preload",0,"2.0.0",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",1,"2.0.0",5432,"consent",5425,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 4 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 4 minutes, your payment will amount to $1.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"instructions",2,"2.0.0",19115,NA,13682,NA,NA,"[{""page_index"":0,""viewing_time"":13682}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",3,"2.0.0",23618,NA,4502,"<p style=""font-size: 25px;"">For this question, please select ""I would make them <strong>""choose what to do""</strong>""</p>","0",NA,"attention_check",NA,NA,NA,"I would make them choose what to do","choose what to do",NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",4,"2.0.0",39860,NA,16241,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>kick something</strong>?</p>","0",NA,"intervention","kick something","think about something","jump up and down","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",5,"2.0.0",53636,NA,13775,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>become hungry</strong>?</p>","0",NA,"intervention","become hungry","take a walk","experience pain","<p style=""font-size: 20px;"">I would make them <strong>take a walk</strong></p>",NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",6,"2.0.0",62017,NA,8380,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>take a walk</strong>?</p>","1",NA,"intervention","take a walk","think about something","jump up and down","<p style=""font-size: 20px;"">I would make them <strong>jump up and down</strong></p>",NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",7,"2.0.0",67255,NA,5237,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>remember something</strong>?</p>","0",NA,"intervention","remember something","take a walk","think about something","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",8,"2.0.0",79017,NA,11761,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>hear something</strong>?</p>","0",NA,"intervention","hear something","take a walk","see something","<p style=""font-size: 20px;"">I would make them <strong>take a walk</strong></p>",NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",9,"2.0.0",86949,NA,7931,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>see something</strong>?</p>","0",NA,"intervention","see something","take a walk","hear something","<p style=""font-size: 20px;"">I would make them <strong>take a walk</strong></p>",NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",10,"2.0.0",91941,NA,4991,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>think about something</strong>?</p>","0",NA,"intervention","think about something","take a walk","remember something","<p style=""font-size: 20px;"">I would make them <strong>remember something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",11,"2.0.0",97742,NA,5801,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>get tired</strong>?</p>","0",NA,"intervention","get tired","jump up and down","feel scared","<p style=""font-size: 20px;"">I would make them <strong>jump up and down</strong></p>",NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",12,"2.0.0",103133,NA,5390,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>sit down</strong>?</p>","0",NA,"intervention","sit down","experience pain","jump up and down","<p style=""font-size: 20px;"">I would make them <strong>experience pain</strong></p>",NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",13,"2.0.0",116227,NA,13093,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>feel scared</strong>?</p>","0",NA,"intervention","feel scared","see something","become hungry","<p style=""font-size: 20px;"">I would make them <strong>see something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",14,"2.0.0",267040,NA,150812,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>reach for something</strong>?</p>","0",NA,"intervention","reach for something","become hungry","kick something","<p style=""font-size: 20px;"">I would make them <strong>become hungry</strong></p>",NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",15,"2.0.0",284257,NA,17217,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>experience pain</strong>?</p>","0",NA,"intervention","experience pain","kick something","feel scared","<p style=""font-size: 20px;"">I would make them <strong>feel scared</strong></p>",NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",16,"2.0.0",288338,NA,4080,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>get sick</strong>?</p>","1",NA,"intervention","get sick","see something","get tired","<p style=""font-size: 20px;"">I would make them <strong>see something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",17,"2.0.0",292599,NA,4261,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>jump up and down</strong>?</p>","1",NA,"intervention","jump up and down","think about something","sit down","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"html-button-response",18,"2.0.0",301676,NA,9076,"<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>choose what to do</strong>?</p>","0",NA,"intervention","choose what to do","feel scared","remember something","<p style=""font-size: 20px;"">I would make them <strong>remember something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"instructions",19,"2.0.0",304312,NA,2635,NA,NA,"[{""page_index"":0,""viewing_time"":2635}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_17",NA,NA,NA,NA,NA,"survey-html-form",20,"2.0.0",350131,"demographics_survey",45818,NA,"{""feedback"":""I can't say there were any factors that influenced me. I made decisions based on what I thought would work."",""age"":""50"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,NA,NA,NA,NA,NA,NA,"I can't say there were any factors that influenced me. I made decisions based on what I thought would work.",50,"Non-Hispanic","Female","White"
"subj_18",TRUE,FALSE,"[]","[]","[]","preload",0,"2.0.0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_18",NA,NA,NA,NA,NA,"html-button-response",1,"2.0.0",1870,"consent",1865,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 4 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 4 minutes, your payment will amount to $1.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_18",NA,NA,NA,NA,NA,"instructions",2,"2.0.0",8229,NA,6357,NA,NA,"[{""page_index"":0,""viewing_time"":6357}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subj_18",NA,NA,NA,NA,NA,"html-button-response",3,"2.0.0",11555,NA,3323,"<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>kick something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1",NA,"similarity","kick something","think about something","jump up and down","<p style=""font-size: 20px;"">The ability to <strong>jump up and down</strong></p>",NA,NA,NA,NA,NA,NA
"subj_18",NA,NA,NA,NA,NA,"html-button-response",4,"2.0.0",14171,NA,2614,"<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>remember something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0",NA,"similarity","remember something","take a walk","think about something","<p style=""font-size: 20px;"">The ability to <strong>think about something</strong></p>",NA,NA,NA,NA,NA,NA
"subj_18",NA,NA,NA,NA,NA,"html-button-response",5,"2.0.0",17913,NA,3741,"<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>feel scared</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1",NA,"similarity","feel scared","see something","become hungry","<p style=""font-size: 20px;"">The ability to <strong>become hungry</strong></p>",NA,NA,NA,NA,NA,NA
"subj_18",NA,NA,NA,NA,NA,"html-button-response",6,"2.0.0",21591,NA,3677,"<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>sit down</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1",NA,"similarity","sit down","experience pain","jump up and down","<p style=""font-size: 20px;"">The ability to <strong>experience pain</strong></p>",NA,NA,NA,NA,NA,NA
